Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","100","India","5312","Area harvested","156","Sugar cane","2014","2014","ha","4990000","","Official data"
"QC","Crops","100","India","5312","Area harvested","156","Sugar cane","2015","2015","ha","5070000","","Official data"
"QC","Crops","100","India","5312","Area harvested","156","Sugar cane","2016","2016","ha","4950000","","Official data"
"QC","Crops","100","India","5419","Yield","156","Sugar cane","2007","2007","hg/ha","690330","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","156","Sugar cane","2008","2008","hg/ha","688772","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","156","Sugar cane","2009","2009","hg/ha","645535","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","156","Sugar cane","2010","2010","hg/ha","700191","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","156","Sugar cane","2011","2011","hg/ha","692466","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","156","Sugar cane","2012","2012","hg/ha","709306","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","156","Sugar cane","2013","2013","hg/ha","674308","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","156","Sugar cane","2014","2014","hg/ha","705695","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","156","Sugar cane","2015","2015","hg/ha","714661","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","156","Sugar cane","2016","2016","hg/ha","703935","Fc","Calculated data"
"QC","Crops","100","India","5510","Production","156","Sugar cane","2007","2007","tonnes","355519712","","Official data"
"QC","Crops","100","India","5510","Production","156","Sugar cane","2008","2008","tonnes","348187904","","Official data"
"QC","Crops","100","India","5510","Production","156","Sugar cane","2009","2009","tonnes","285029312","","Official data"
"QC","Crops","100","India","5510","Production","156","Sugar cane","2010","2010","tonnes","292301600","","Official data"
"QC","Crops","100","India","5510","Production","156","Sugar cane","2011","2011","tonnes","342382016","","Official data"
"QC","Crops","100","India","5510","Production","156","Sugar cane","2012","2012","tonnes","361036992","","Official data"
"QC","Crops","100","India","5510","Production","156","Sugar cane","2013","2013","tonnes","341200000","","Official data"
"QC","Crops","100","India","5510","Production","156","Sugar cane","2014","2014","tonnes","352142000","","Official data"
"QC","Crops","100","India","5510","Production","156","Sugar cane","2015","2015","tonnes","362333000","","Official data"
"QC","Crops","100","India","5510","Production","156","Sugar cane","2016","2016","tonnes","348448000","","Official data"
"QC","Crops","100","India","5312","Area harvested","667","Tea","2007","2007","ha","567020","","Official data"
"QC","Crops","100","India","5312","Area harvested","667","Tea","2008","2008","ha","578458","","Official data"
"QC","Crops","100","India","5312","Area harvested","667","Tea","2009","2009","ha","579000","","Official data"
"QC","Crops","100","India","5312","Area harvested","667","Tea","2010","2010","ha","579000","","Official data"
"QC","Crops","100","India","5312","Area harvested","667","Tea","2011","2011","ha","600000","","Official data"
"QC","Crops","100","India","5312","Area harvested","667","Tea","2012","2012","ha","605000","F","FAO estimate"
"QC","Crops","100","India","5312","Area harvested","667","Tea","2013","2013","ha","563980","","Official data"
"QC","Crops","100","India","5312","Area harvested","667","Tea","2014","2014","ha","604000","F","FAO estimate"
"QC","Crops","100","India","5312","Area harvested","667","Tea","2015","2015","ha","566660","","Official data"
"QC","Crops","100","India","5312","Area harvested","667","Tea","2016","2016","ha","585907","Im","FAO data based on imputation methodology"
"QC","Crops","100","India","5419","Yield","667","Tea","2007","2007","hg/ha","17160","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","667","Tea","2008","2008","hg/ha","17063","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","667","Tea","2009","2009","hg/ha","16800","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","667","Tea","2010","2010","hg/ha","17119","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","667","Tea","2011","2011","hg/ha","18258","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","667","Tea","2012","2012","hg/ha","18761","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","667","Tea","2013","2013","hg/ha","21433","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","667","Tea","2014","2014","hg/ha","19989","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","667","Tea","2015","2015","hg/ha","21762","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","667","Tea","2016","2016","hg/ha","21372","Fc","Calculated data"
"QC","Crops","100","India","5510","Production","667","Tea","2007","2007","tonnes","973000","","Official data"
"QC","Crops","100","India","5510","Production","667","Tea","2008","2008","tonnes","987000","","Official data"
"QC","Crops","100","India","5510","Production","667","Tea","2009","2009","tonnes","972700","","Official data"
"QC","Crops","100","India","5510","Production","667","Tea","2010","2010","tonnes","991182","","Official data"
"QC","Crops","100","India","5510","Production","667","Tea","2011","2011","tonnes","1095460","","Official data"
"QC","Crops","100","India","5510","Production","667","Tea","2012","2012","tonnes","1135070","","Official data"
"QC","Crops","100","India","5510","Production","667","Tea","2013","2013","tonnes","1208780","","Official data"
"QC","Crops","100","India","5510","Production","667","Tea","2014","2014","tonnes","1207310","","Official data"
"QC","Crops","100","India","5510","Production","667","Tea","2015","2015","tonnes","1233140","","Official data"
"QC","Crops","100","India","5510","Production","667","Tea","2016","2016","tonnes","1252174","Im","FAO data based on imputation methodology"
"QC","Crops","100","India","5312","Area harvested","15","Wheat","2007","2007","ha","27994500","","Official data"
"QC","Crops","100","India","5312","Area harvested","15","Wheat","2008","2008","ha","28038600","","Official data"
"QC","Crops","100","India","5312","Area harvested","15","Wheat","2009","2009","ha","27752400","","Official data"
"QC","Crops","100","India","5312","Area harvested","15","Wheat","2010","2010","ha","28457400","","Official data"
"QC","Crops","100","India","5312","Area harvested","15","Wheat","2011","2011","ha","29068600","","Official data"
"QC","Crops","100","India","5312","Area harvested","15","Wheat","2012","2012","ha","29860000","","Official data"
"QC","Crops","100","India","5312","Area harvested","15","Wheat","2013","2013","ha","29650000","","Official data"
"QC","Crops","100","India","5312","Area harvested","15","Wheat","2014","2014","ha","30470000","","Official data"
"QC","Crops","100","India","5312","Area harvested","15","Wheat","2015","2015","ha","31470000","","Official data"
"QC","Crops","100","India","5312","Area harvested","15","Wheat","2016","2016","ha","30230000","","Official data"
"QC","Crops","100","India","5419","Yield","15","Wheat","2007","2007","hg/ha","27079","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","15","Wheat","2008","2008","hg/ha","28022","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","15","Wheat","2009","2009","hg/ha","29071","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","15","Wheat","2010","2010","hg/ha","28395","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","15","Wheat","2011","2011","hg/ha","29886","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","15","Wheat","2012","2012","hg/ha","31775","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","15","Wheat","2013","2013","hg/ha","31538","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","15","Wheat","2014","2014","hg/ha","31457","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","15","Wheat","2015","2015","hg/ha","27496","Fc","Calculated data"
"QC","Crops","100","India","5419","Yield","15","Wheat","2016","2016","hg/ha","30930","Fc","Calculated data"
"QC","Crops","100","India","5510","Production","15","Wheat","2007","2007","tonnes","75806704","","Official data"
"QC","Crops","100","India","5510","Production","15","Wheat","2008","2008","tonnes","78570200","","Official data"
"QC","Crops","100","India","5510","Production","15","Wheat","2009","2009","tonnes","80679400","","Official data"
"QC","Crops","100","India","5510","Production","15","Wheat","2010","2010","tonnes","80803600","","Official data"
"QC","Crops","100","India","5510","Production","15","Wheat","2011","2011","tonnes","86874000","","Official data"
"QC","Crops","100","India","5510","Production","15","Wheat","2012","2012","tonnes","94880000","","Official data"
"QC","Crops","100","India","5510","Production","15","Wheat","2013","2013","tonnes","93510000","","Official data"
"QC","Crops","100","India","5510","Production","15","Wheat","2014","2014","tonnes","95850000","","Official data"
"QC","Crops","100","India","5510","Production","15","Wheat","2015","2015","tonnes","86530000","","Official data"
"QC","Crops","100","India","5510","Production","15","Wheat","2016","2016","tonnes","93500000","","Official data"
